,ano,ocupacao,Estado,Valor,ativo_problematico_deflacionado,ativo_problematico/pop
4069,2017,Aposentado/pensionista,PARÁ,8116132.0,200499632.4524041,24.703840752270185
4070,2017,Autônomo,PARÁ,8116132.0,361596138.05538666,44.55276701455652
4071,2017,Empregado de empresa privada,PARÁ,8116132.0,404136241.2715089,49.79419275974182
4072,2017,Empregado de entidades sem fins lucrativos,PARÁ,8116132.0,3161716.9422810483,0.38955957619726345
4073,2017,Empresário,PARÁ,8116132.0,373330800.2533801,45.9986111922995
4074,2017,MEI,PARÁ,8116132.0,30814656.832441866,3.796717060841527
4075,2017,Outros,PARÁ,8116132.0,1107356705.754489,136.43897188395763
4076,2017,Servidor ou empregado público,PARÁ,8116132.0,765587888.6241343,94.32915687228034
4097,2018,Aposentado/pensionista,PARÁ,8116132.0,223804251.7662431,27.57523556371965
4098,2018,Autônomo,PARÁ,8116132.0,333695821.38352776,41.11512988989432
4099,2018,Empregado de empresa privada,PARÁ,8116132.0,397641499.9041533,48.99396657227276
4100,2018,Empregado de entidades sem fins lucrativos,PARÁ,8116132.0,2629883.3082223185,0.32403160868038106
4101,2018,Empresário,PARÁ,8116132.0,319546008.0175254,39.37171155145399
4102,2018,MEI,PARÁ,8116132.0,40398364.91019069,4.977539166463863
4103,2018,Outros,PARÁ,8116132.0,1074258492.3213577,132.36089461351267
4104,2018,Servidor ou empregado público,PARÁ,8116132.0,712605666.0150825,87.80114296010494
4125,2019,Aposentado/pensionista,PARÁ,8116132.0,240146131.0773128,29.58874141984295
4126,2019,Autônomo,PARÁ,8116132.0,348911129.54057354,42.98982933502973
4127,2019,Empregado de empresa privada,PARÁ,8116132.0,476495993.98264736,58.70973931703518
4128,2019,Empregado de entidades sem fins lucrativos,PARÁ,8116132.0,2220253.575590841,0.27356055515001987
4129,2019,Empresário,PARÁ,8116132.0,368835975.7926984,45.44479757016007
4130,2019,MEI,PARÁ,8116132.0,51323811.742283456,6.323678784707229
4131,2019,Outros,PARÁ,8116132.0,1284207225.409937,158.22897229985134
4132,2019,Servidor ou empregado público,PARÁ,8116132.0,737122275.6910272,90.82186880290108
4153,2020,Aposentado/pensionista,PARÁ,8116132.0,298320429.63994306,36.7564782879262
4154,2020,Autônomo,PARÁ,8116132.0,305237778.45029217,37.60877453081002
4155,2020,Empregado de empresa privada,PARÁ,8116132.0,490138394.31962544,60.39063858493497
4156,2020,Empregado de entidades sem fins lucrativos,PARÁ,8116132.0,2503870.1299435366,0.3085053483535675
4157,2020,Empresário,PARÁ,8116132.0,344191098.17855465,42.40826765490688
4158,2020,MEI,PARÁ,8116132.0,57126539.714442074,7.038641031767605
4159,2020,Outros,PARÁ,8116132.0,1216056997.9125304,149.83208724458035
4160,2020,Servidor ou empregado público,PARÁ,8116132.0,783603185.5156379,96.54884685409723
4181,2021,Aposentado/pensionista,PARÁ,8116132.0,306969071.13284487,37.82208952895848
4182,2021,Autônomo,PARÁ,8116132.0,324510938.3572616,39.983447577893216
4183,2021,Empregado de empresa privada,PARÁ,8116132.0,572436880.0959986,70.53075037419286
4184,2021,Empregado de entidades sem fins lucrativos,PARÁ,8116132.0,2531360.2483209334,0.31189244437139924
4185,2021,Empresário,PARÁ,8116132.0,373210937.28501606,45.98384270795695
4186,2021,MEI,PARÁ,8116132.0,70377676.33927791,8.671332149264934
4187,2021,Outros,PARÁ,8116132.0,1608090110.328433,198.13503653321965
4188,2021,Servidor ou empregado público,PARÁ,8116132.0,861094643.800295,106.09667804815089
4209,2022,Aposentado/pensionista,PARÁ,8116132.0,314475875.1816383,38.747013378003004
4210,2022,Autônomo,PARÁ,8116132.0,432735188.30537903,53.317909110568806
4211,2022,Empregado de empresa privada,PARÁ,8116132.0,874146282.3795002,107.70478873181217
4212,2022,Empregado de entidades sem fins lucrativos,PARÁ,8116132.0,2940948.134869462,0.36235834198722516
4213,2022,Empresário,PARÁ,8116132.0,553467829.7978138,68.19354709827462
4214,2022,MEI,PARÁ,8116132.0,115809987.23394994,14.269110856495427
4215,2022,Outros,PARÁ,8116132.0,2394590424.4201126,295.04084266003963
4216,2022,Servidor ou empregado público,PARÁ,8116132.0,1114072123.504953,137.2663879179088
4237,2012,Aposentado/pensionista,PARAÍBA,3974495.0,114199264.85538833,28.733025165558978
4238,2012,Autônomo,PARAÍBA,3974495.0,166766423.46586367,41.95914788315589
4239,2012,Empregado de empresa privada,PARAÍBA,3974495.0,89109271.68750685,22.420275201631114
4240,2012,Empregado de entidades sem fins lucrativos,PARAÍBA,3974495.0,772476.6382169855,0.19435843754162113
4241,2012,Empresário,PARAÍBA,3974495.0,163796035.27958548,41.2117854669802
4242,2012,Outros,PARAÍBA,3974495.0,1128940337.1282926,284.0462340821394
4243,2012,Servidor ou empregado público,PARAÍBA,3974495.0,311956192.028282,78.48951678849312
4263,2013,Aposentado/pensionista,PARAÍBA,3974495.0,118727343.43377069,29.872309169786522
4264,2013,Autônomo,PARAÍBA,3974495.0,166557587.59712538,41.90660388228577
4265,2013,Empregado de empresa privada,PARAÍBA,3974495.0,98714567.65318859,24.837008891239915
4266,2013,Empregado de entidades sem fins lucrativos,PARAÍBA,3974495.0,872352.2226481072,0.21948756323711746
4267,2013,Empresário,PARAÍBA,3974495.0,168161176.41163364,42.310073710404374
4268,2013,MEI,PARAÍBA,3974495.0,0.0,0.0
4269,2013,Outros,PARAÍBA,3974495.0,1227264446.025065,308.7850018744683
4270,2013,Servidor ou empregado público,PARAÍBA,3974495.0,346014434.66585845,87.05871680952133
4290,2014,Aposentado/pensionista,PARAÍBA,3974495.0,93817871.46826956,23.604979115150368
4291,2014,Autônomo,PARAÍBA,3974495.0,148121063.21020827,37.26789521944505
4292,2014,Empregado de empresa privada,PARAÍBA,3974495.0,92459559.21649742,23.26322192291031
4293,2014,Empregado de entidades sem fins lucrativos,PARAÍBA,3974495.0,359176.2396590126,0.09037028343450239
4294,2014,Empresário,PARAÍBA,3974495.0,150501316.4369867,37.86677714703043
4295,2014,MEI,PARAÍBA,3974495.0,7296.478395262346,0.0018358252797556283
4296,2014,Outros,PARAÍBA,3974495.0,1309355366.433427,329.4394297724433
4297,2014,Servidor ou empregado público,PARAÍBA,3974495.0,295096746.1622157,74.24760785010818
4318,2015,Aposentado/pensionista,PARAÍBA,3974495.0,74445783.71567674,18.730878694193034
4319,2015,Autônomo,PARAÍBA,3974495.0,152181893.97230956,38.289617667731264
4320,2015,Empregado de empresa privada,PARAÍBA,3974495.0,85339768.55494069,21.471852035275095
4321,2015,Empregado de entidades sem fins lucrativos,PARAÍBA,3974495.0,781782.0479825167,0.19669971857620067
4322,2015,Empresário,PARAÍBA,3974495.0,169139316.30981293,42.55617790683167
4323,2015,MEI,PARAÍBA,3974495.0,0.0,0.0
4324,2015,Outros,PARAÍBA,3974495.0,1413593555.063901,355.66620540820935
4325,2015,Servidor ou empregado público,PARAÍBA,3974495.0,260689497.3746824,65.5905963838632
4346,2016,Aposentado/pensionista,PARAÍBA,3974495.0,95610990.71921575,24.056135614515995
4347,2016,Autônomo,PARAÍBA,3974495.0,83008150.55578408,20.88520693969525
4348,2016,Empregado de empresa privada,PARAÍBA,3974495.0,103331942.20988612,25.998760146857933
4349,2016,Empregado de entidades sem fins lucrativos,PARAÍBA,3974495.0,553942.6423359009,0.13937434625931117
4350,2016,Empresário,PARAÍBA,3974495.0,169757036.61594924,42.71159898702835
4351,2016,MEI,PARAÍBA,3974495.0,15112665.872554878,3.802411595071796
4352,2016,Outros,PARAÍBA,3974495.0,1517296563.992413,381.7583275340422
4353,2016,Servidor ou empregado público,PARAÍBA,3974495.0,311215575.80710393,78.30317456861914
4373,2017,Aposentado/pensionista,PARAÍBA,3974495.0,133410419.42128062,33.566634106038784
4374,2017,Autônomo,PARAÍBA,3974495.0,205263136.40524817,51.64508608143881
4375,2017,Empregado de empresa privada,PARAÍBA,3974495.0,170483371.06216073,42.89434785102528
4376,2017,Empregado de entidades sem fins lucrativos,PARAÍBA,3974495.0,1089509.1478324644,0.27412517762192795
4377,2017,Empresário,PARAÍBA,3974495.0,217760782.30364814,54.7895474276979
4378,2017,MEI,PARAÍBA,3974495.0,33179030.573799677,8.347986492321585
4379,2017,Outros,PARAÍBA,3974495.0,1002728903.0754589,252.29089559188247
4380,2017,Servidor ou empregado público,PARAÍBA,3974495.0,345526323.6294712,86.93590597785912
4401,2018,Aposentado/pensionista,PARAÍBA,3974495.0,158242736.91238195,39.814551763779285
4402,2018,Autônomo,PARAÍBA,3974495.0,195076684.6117817,49.08213109131643
4403,2018,Empregado de empresa privada,PARAÍBA,3974495.0,185640078.04364893,46.707840378123244
4404,2018,Empregado de entidades sem fins lucrativos,PARAÍBA,3974495.0,1574039.8923126394,0.3960351924741733
4405,2018,Empresário,PARAÍBA,3974495.0,197956702.16679147,49.80675586880634
4406,2018,MEI,PARAÍBA,3974495.0,44609665.45983782,11.223983288402128
4407,2018,Outros,PARAÍBA,3974495.0,1010301846.0117927,254.19628053672042
4408,2018,Servidor ou empregado público,PARAÍBA,3974495.0,346672272.2586402,87.22423157121602
4429,2019,Aposentado/pensionista,PARAÍBA,3974495.0,169335335.9148893,42.60549728075876
4430,2019,Autônomo,PARAÍBA,3974495.0,234302222.87060213,58.951444867990055
4431,2019,Empregado de empresa privada,PARAÍBA,3974495.0,240672821.21752372,60.55431475383004
4432,2019,Empregado de entidades sem fins lucrativos,PARAÍBA,3974495.0,1495422.7800670508,0.37625478961907133
4433,2019,Empresário,PARAÍBA,3974495.0,231476931.78936067,58.24058950617894
4434,2019,MEI,PARAÍBA,3974495.0,58656679.14867968,14.758272220415344
4435,2019,Outros,PARAÍBA,3974495.0,1348700603.7128282,339.33886033642716
4436,2019,Servidor ou empregado público,PARAÍBA,3974495.0,394459753.3391093,99.24776690852782
4457,2020,Aposentado/pensionista,PARAÍBA,3974495.0,184550740.275007,46.43375832024119
4458,2020,Autônomo,PARAÍBA,3974495.0,265303892.07104364,66.75159789383146
4459,2020,Empregado de empresa privada,PARAÍBA,3974495.0,270138955.1079665,67.96812050536394
4460,2020,Empregado de entidades sem fins lucrativos,PARAÍBA,3974495.0,1785747.2377342607,0.44930166920181325
4461,2020,Empresário,PARAÍBA,3974495.0,255352197.3853353,64.24770879956706
4462,2020,MEI,PARAÍBA,3974495.0,73632511.19325985,18.526255837096247
4463,2020,Outros,PARAÍBA,3974495.0,1409745318.0240445,354.6979724528637
4464,2020,Servidor ou empregado público,PARAÍBA,3974495.0,442176961.4655809,111.25362126901176
4485,2021,Aposentado/pensionista,PARAÍBA,3974495.0,200531811.9578832,50.45466454427121
4486,2021,Autônomo,PARAÍBA,3974495.0,292749965.2178107,73.6571476924265
4487,2021,Empregado de empresa privada,PARAÍBA,3974495.0,317297121.5738808,79.83331758471977
4488,2021,Empregado de entidades sem fins lucrativos,PARAÍBA,3974495.0,2188171.8878492387,0.5505534383234194
4489,2021,Empresário,PARAÍBA,3974495.0,251106241.62088636,63.17940810615848
4490,2021,MEI,PARAÍBA,3974495.0,81941815.4014215,20.616912438290022
4491,2021,Outros,PARAÍBA,3974495.0,1808136347.9207428,454.9348654157931
4492,2021,Servidor ou empregado público,PARAÍBA,3974495.0,515057355.02875215,129.59064108238962
4513,2022,Aposentado/pensionista,PARAÍBA,3974495.0,231106001.04921836,58.1472617399741
4514,2022,Autônomo,PARAÍBA,3974495.0,347500177.4775977,87.432536077564
4515,2022,Empregado de empresa privada,PARAÍBA,3974495.0,447504655.3660116,112.5940919201085
4516,2022,Empregado de entidades sem fins lucrativos,PARAÍBA,3974495.0,2721339.191744482,0.6847006202660922
4517,2022,Empresário,PARAÍBA,3974495.0,315373831.4350185,79.34940953127844
4518,2022,MEI,PARAÍBA,3974495.0,111896216.3764418,28.153568283880546
4519,2022,Outros,PARAÍBA,3974495.0,2321076610.1562166,583.9928368651154
4520,2022,Servidor ou empregado público,PARAÍBA,3974495.0,708963184.066876,178.3781798862185
4541,2012,Aposentado/pensionista,PERNAMBUCO,9058155.0,285786978.1021659,31.550241533973075
4542,2012,Autônomo,PERNAMBUCO,9058155.0,365908806.1460248,40.39551168488779
4543,2012,Empregado de empresa privada,PERNAMBUCO,9058155.0,321314853.58602,35.472439319709146
4544,2012,Empregado de entidades sem fins lucrativos,PERNAMBUCO,9058155.0,2729653.6956406357,0.3013476470253198
4545,2012,Empresário,PERNAMBUCO,9058155.0,435014457.21264404,48.024620600182274
4546,2012,Outros,PERNAMBUCO,9058155.0,2391463694.2555914,264.0122292294172
4547,2012,Servidor ou empregado público,PERNAMBUCO,9058155.0,514243241.8566511,56.7713007623132
4567,2013,Aposentado/pensionista,PERNAMBUCO,9058155.0,251078230.12144133,27.71847358777161
4568,2013,Autônomo,PERNAMBUCO,9058155.0,381657951.7947599,42.13418204863572
4569,2013,Empregado de empresa privada,PERNAMBUCO,9058155.0,352478883.0798008,38.91287829362611
4570,2013,Empregado de entidades sem fins lucrativos,PERNAMBUCO,9058155.0,3530131.162180427,0.38971856434124025
4571,2013,Empresário,PERNAMBUCO,9058155.0,458250399.4366284,50.58981651745067
4572,2013,Outros,PERNAMBUCO,9058155.0,2627315838.7441044,290.04977710627657
4573,2013,Servidor ou empregado público,PERNAMBUCO,9058155.0,501921909.4897961,55.411053298358894
4594,2014,Aposentado/pensionista,PERNAMBUCO,9058155.0,221416113.9713203,24.443842479105324
4595,2014,Autônomo,PERNAMBUCO,9058155.0,360021365.48310685,39.745551437694196
4596,2014,Empregado de empresa privada,PERNAMBUCO,9058155.0,348126731.3467458,38.43241050155863
4597,2014,Empregado de entidades sem fins lucrativos,PERNAMBUCO,9058155.0,5368268.4120761445,0.5926447948921325
4598,2014,Empresário,PERNAMBUCO,9058155.0,425642287.1408201,46.98995404040007
4599,2014,Outros,PERNAMBUCO,9058155.0,2614568003.2828293,288.6424446570885
4600,2014,Servidor ou empregado público,PERNAMBUCO,9058155.0,460558820.13624996,50.84466098628804
4621,2015,Aposentado/pensionista,PERNAMBUCO,9058155.0,196700167.90098917,21.715257455959758
4622,2015,Autônomo,PERNAMBUCO,9058155.0,384259696.7306133,42.42140885540304
4623,2015,Empregado de empresa privada,PERNAMBUCO,9058155.0,357444463.9061147,39.46106728203643
4624,2015,Empregado de entidades sem fins lucrativos,PERNAMBUCO,9058155.0,4982595.933942032,0.5500674181378031
4625,2015,Empresário,PERNAMBUCO,9058155.0,483321536.9476461,53.35761387916701
4626,2015,Outros,PERNAMBUCO,9058155.0,2884775728.941658,318.47277165622114
4627,2015,Servidor ou empregado público,PERNAMBUCO,9058155.0,436473468.0797712,48.18569212822823
4648,2016,Aposentado/pensionista,PERNAMBUCO,9058155.0,228993680.46170294,25.280388827714138
4649,2016,Autônomo,PERNAMBUCO,9058155.0,160868441.0348194,17.759515158972153
4650,2016,Empregado de empresa privada,PERNAMBUCO,9058155.0,375950993.0957706,41.50414660554722
4651,2016,Empregado de entidades sem fins lucrativos,PERNAMBUCO,9058155.0,1814575.0806451126,0.20032501990141618
4652,2016,Empresário,PERNAMBUCO,9058155.0,433099542.7431605,47.81321833675406
4653,2016,MEI,PERNAMBUCO,9058155.0,25945401.343057487,2.8643141283249722
4654,2016,Outros,PERNAMBUCO,9058155.0,2880099548.077766,317.95653177471195
4655,2016,Servidor ou empregado público,PERNAMBUCO,9058155.0,544374746.2511533,60.09775128060332
4676,2017,Aposentado/pensionista,PERNAMBUCO,9058155.0,336317002.7511868,37.12864294673549
4677,2017,Autônomo,PERNAMBUCO,9058155.0,364104729.1906118,40.196345634471015
4678,2017,Empregado de empresa privada,PERNAMBUCO,9058155.0,557389910.2081968,61.53459619626698
4679,2017,Empregado de entidades sem fins lucrativos,PERNAMBUCO,9058155.0,4197029.482760161,0.4633426434809474
4680,2017,Empresário,PERNAMBUCO,9058155.0,563658601.3963139,62.226645646526684
4681,2017,MEI,PERNAMBUCO,9058155.0,49176674.83166506,5.428994627676945
4682,2017,Outros,PERNAMBUCO,9058155.0,1687599244.1558652,186.3071722835241
4683,2017,Servidor ou empregado público,PERNAMBUCO,9058155.0,610015134.6572983,67.34430296868383
4704,2018,Aposentado/pensionista,PERNAMBUCO,9058155.0,361900149.70983577,39.95296500334072
4705,2018,Autônomo,PERNAMBUCO,9058155.0,326397061.6476302,36.03350369337136
4706,2018,Empregado de empresa privada,PERNAMBUCO,9058155.0,579375344.0838193,63.961738796015226
4707,2018,Empregado de entidades sem fins lucrativos,PERNAMBUCO,9058155.0,3119847.9400403947,0.3444242166357713
4708,2018,Empresário,PERNAMBUCO,9058155.0,539879675.7010343,59.60150557161302
4709,2018,MEI,PERNAMBUCO,9058155.0,62853388.190009035,6.93887311378631
4710,2018,Outros,PERNAMBUCO,9058155.0,1715239799.7556665,189.35862764058095
4711,2018,Servidor ou empregado público,PERNAMBUCO,9058155.0,557657734.4112793,61.56416338771851
4732,2019,Aposentado/pensionista,PERNAMBUCO,9058155.0,419835552.6673382,46.34890357554471
4733,2019,Autônomo,PERNAMBUCO,9058155.0,391371729.32226866,43.206561305505225
4734,2019,Empregado de empresa privada,PERNAMBUCO,9058155.0,719345706.1025378,79.4141528934466
4735,2019,Empregado de entidades sem fins lucrativos,PERNAMBUCO,9058155.0,3543488.8732102243,0.39119322568560866
4736,2019,Empresário,PERNAMBUCO,9058155.0,595674397.9491235,65.7611177937586
4737,2019,MEI,PERNAMBUCO,9058155.0,85023743.92921312,9.386430672605307
4738,2019,Outros,PERNAMBUCO,9058155.0,2208193874.219917,243.77965206158615
4739,2019,Servidor ou empregado público,PERNAMBUCO,9058155.0,640572989.8997416,70.71782166453782
4760,2020,Aposentado/pensionista,PERNAMBUCO,9058155.0,498857955.0667711,55.07279960066604
4761,2020,Autônomo,PERNAMBUCO,9058155.0,436135755.55963427,48.14840942329142
4762,2020,Empregado de empresa privada,PERNAMBUCO,9058155.0,850971905.1210498,93.94539010660004
4763,2020,Empregado de entidades sem fins lucrativos,PERNAMBUCO,9058155.0,3754045.1587437056,0.4144381674572477
4764,2020,Empresário,PERNAMBUCO,9058155.0,650571487.0419393,71.82163332841392
4765,2020,MEI,PERNAMBUCO,9058155.0,111636489.63925447,12.324418122592787
4766,2020,Outros,PERNAMBUCO,9058155.0,2254307102.64241,248.87044907516042
4767,2020,Servidor ou empregado público,PERNAMBUCO,9058155.0,734847117.5676626,81.1254739588429
4788,2021,Aposentado/pensionista,PERNAMBUCO,9058155.0,552031460.3508353,60.94303534779824
4789,2021,Autônomo,PERNAMBUCO,9058155.0,490426659.9415797,54.14200352517479
4790,2021,Empregado de empresa privada,PERNAMBUCO,9058155.0,976505832.2330887,107.80405416258485
4791,2021,Empregado de entidades sem fins lucrativos,PERNAMBUCO,9058155.0,5263521.3268035045,0.5810809515628188
4792,2021,Empresário,PERNAMBUCO,9058155.0,680356270.3583187,75.10980661716637
4793,2021,MEI,PERNAMBUCO,9058155.0,124515026.93315683,13.746179761017208
4794,2021,Outros,PERNAMBUCO,9058155.0,3032233744.788391,334.751805945956
4795,2021,Servidor ou empregado público,PERNAMBUCO,9058155.0,892590696.5282083,98.5400113520036
4816,2022,Aposentado/pensionista,PERNAMBUCO,9058155.0,634161128.758404,70.00996657248679
4817,2022,Autônomo,PERNAMBUCO,9058155.0,641898941.9919965,70.86420380220879
4818,2022,Empregado de empresa privada,PERNAMBUCO,9058155.0,1430770180.804395,157.95381960282143
4819,2022,Empregado de entidades sem fins lucrativos,PERNAMBUCO,9058155.0,6810137.250756269,0.7518238814368123
4820,2022,Empresário,PERNAMBUCO,9058155.0,907704629.5884134,100.20855567037806
4821,2022,MEI,PERNAMBUCO,9058155.0,186252833.30726698,20.56189514390811
4822,2022,Outros,PERNAMBUCO,9058155.0,4206101902.378373,464.34421826281107
4823,2022,Servidor ou empregado público,PERNAMBUCO,9058155.0,1212907382.0235977,133.90225515279852
4844,2012,Aposentado/pensionista,PIAUÍ,3269200.0,60715328.70592767,18.571922398729864
4845,2012,Autônomo,PIAUÍ,3269200.0,90581825.14431486,27.70764258666183
4846,2012,Empregado de empresa privada,PIAUÍ,3269200.0,39316778.37255875,12.02642186851791
4847,2012,Empregado de entidades sem fins lucrativos,PIAUÍ,3269200.0,665483.3960095248,0.203561542888023
4848,2012,Empresário,PIAUÍ,3269200.0,127475138.2932081,38.99276223333173
4849,2012,Outros,PIAUÍ,3269200.0,675297985.0553963,206.5636807339399
4850,2012,Servidor ou empregado público,PIAUÍ,3269200.0,210378346.82739648,64.35162939783325
4870,2013,Aposentado/pensionista,PIAUÍ,3269200.0,56000582.74626747,17.129751237693462
4871,2013,Autônomo,PIAUÍ,3269200.0,97584080.93660174,29.849529223235574
4872,2013,Empregado de empresa privada,PIAUÍ,3269200.0,44879715.53834697,13.728042193303246
4873,2013,Empregado de entidades sem fins lucrativos,PIAUÍ,3269200.0,601762.9688029846,0.1840704052376681
4874,2013,Empresário,PIAUÍ,3269200.0,144050694.31604955,44.062980030603676
4875,2013,Outros,PIAUÍ,3269200.0,739958635.3898493,226.34241875377748
4876,2013,Servidor ou empregado público,PIAUÍ,3269200.0,185726068.36655396,56.81086148493637
4896,2014,Aposentado/pensionista,PIAUÍ,3269200.0,50129825.09346539,15.333973171866324
4897,2014,Autônomo,PIAUÍ,3269200.0,86212321.50724708,26.371075953519846
4898,2014,Empregado de empresa privada,PIAUÍ,3269200.0,38770228.081208766,11.85924020592462
4899,2014,Empregado de entidades sem fins lucrativos,PIAUÍ,3269200.0,325925.3355457503,0.09969574683278792
4900,2014,Empresário,PIAUÍ,3269200.0,130980078.00211215,40.06487152884869
4901,2014,Outros,PIAUÍ,3269200.0,735202038.9997082,224.88744616410992
4902,2014,Servidor ou empregado público,PIAUÍ,3269200.0,170926368.77935728,52.28385194523348
4922,2015,Aposentado/pensionista,PIAUÍ,3269200.0,46674285.81401083,14.276974738165555
4923,2015,Autônomo,PIAUÍ,3269200.0,89735365.48792821,27.448723078407014
4924,2015,Empregado de empresa privada,PIAUÍ,3269200.0,41423487.801829375,12.670833170754122
4925,2015,Empregado de entidades sem fins lucrativos,PIAUÍ,3269200.0,298459.0317340253,0.09129421012297359
4926,2015,Empresário,PIAUÍ,3269200.0,142477791.81467915,43.58185238427724
4927,2015,Outros,PIAUÍ,3269200.0,794253415.3825873,242.95039012069844
4928,2015,Servidor ou empregado público,PIAUÍ,3269200.0,161180965.34333098,49.30287695562553
4948,2016,Aposentado/pensionista,PIAUÍ,3269200.0,52401973.88919658,16.028989933071266
4949,2016,Autônomo,PIAUÍ,3269200.0,55468402.79933566,16.96696525123445
4950,2016,Empregado de empresa privada,PIAUÍ,3269200.0,59324484.543015316,18.146483709474893
4951,2016,Empregado de entidades sem fins lucrativos,PIAUÍ,3269200.0,285950.57163096435,0.08746805690412467
4952,2016,Empresário,PIAUÍ,3269200.0,132462211.71045256,40.51823434187341
4953,2016,MEI,PIAUÍ,3269200.0,4397041.106334837,1.3449899383136048
4954,2016,Outros,PIAUÍ,3269200.0,764190184.3158859,233.75449171536948
4955,2016,Servidor ou empregado público,PIAUÍ,3269200.0,195455469.4587602,59.78694159389459
4976,2017,Aposentado/pensionista,PIAUÍ,3269200.0,72824236.02117118,22.275858320436555
4977,2017,Autônomo,PIAUÍ,3269200.0,101881214.7662646,31.16395900105977
4978,2017,Empregado de empresa privada,PIAUÍ,3269200.0,92273116.94816239,28.224983772226352
4979,2017,Empregado de entidades sem fins lucrativos,PIAUÍ,3269200.0,1172331.4354695021,0.35859887295653436
4980,2017,Empresário,PIAUÍ,3269200.0,146938401.6211097,44.94628704915872
4981,2017,MEI,PIAUÍ,3269200.0,10244268.089594135,3.1335703198318043
4982,2017,Outros,PIAUÍ,3269200.0,531017837.26886487,162.43051427531654
4983,2017,Servidor ou empregado público,PIAUÍ,3269200.0,222443900.70316297,68.04230414265355
5004,2018,Aposentado/pensionista,PIAUÍ,3269200.0,93531924.61641479,28.610034447698148
5005,2018,Autônomo,PIAUÍ,3269200.0,90720597.82709284,27.750091100909348
5006,2018,Empregado de empresa privada,PIAUÍ,3269200.0,114892375.09618165,35.14388079535716
5007,2018,Empregado de entidades sem fins lucrativos,PIAUÍ,3269200.0,796752.2819489633,0.24371475649974406
5008,2018,Empresário,PIAUÍ,3269200.0,130940249.6417443,40.05268862160293
5009,2018,MEI,PIAUÍ,3269200.0,15469941.069783138,4.73202651100671
5010,2018,Outros,PIAUÍ,3269200.0,554923175.1522235,169.74280409648338
5011,2018,Servidor ou empregado público,PIAUÍ,3269200.0,247827093.19047934,75.80664786200886
5032,2019,Aposentado/pensionista,PIAUÍ,3269200.0,92446264.66430952,28.27794710152622
5033,2019,Autônomo,PIAUÍ,3269200.0,114926222.08349198,35.154234088918386
5034,2019,Empregado de empresa privada,PIAUÍ,3269200.0,147608174.58640525,45.15116070794239
5035,2019,Empregado de entidades sem fins lucrativos,PIAUÍ,3269200.0,1035164.2937709412,0.3166414700143586
5036,2019,Empresário,PIAUÍ,3269200.0,154667980.22191375,47.31065099165354
5037,2019,MEI,PIAUÍ,3269200.0,18555330.656334676,5.67580162007056
5038,2019,Outros,PIAUÍ,3269200.0,692746140.928686,211.90081393878808
5039,2019,Servidor ou empregado público,PIAUÍ,3269200.0,281609877.51362836,86.14030267760565
5060,2020,Aposentado/pensionista,PIAUÍ,3269200.0,99796994.44567584,30.526426785047057
5061,2020,Autônomo,PIAUÍ,3269200.0,115230938.84487431,35.24744244612575
5062,2020,Empregado de empresa privada,PIAUÍ,3269200.0,168234531.32549924,51.46045862152797
5063,2020,Empregado de entidades sem fins lucrativos,PIAUÍ,3269200.0,645760.9225992201,0.19752872953603942
5064,2020,Empresário,PIAUÍ,3269200.0,160251901.94779077,49.018690183467136
5065,2020,MEI,PIAUÍ,3269200.0,22523193.748580877,6.889512342035017
5066,2020,Outros,PIAUÍ,3269200.0,673884643.1131755,206.1313603062448
5067,2020,Servidor ou empregado público,PIAUÍ,3269200.0,307436350.76900697,94.04023943747919
5088,2021,Aposentado/pensionista,PIAUÍ,3269200.0,101068772.32752256,30.91544485731144
5089,2021,Autônomo,PIAUÍ,3269200.0,124826637.69579138,38.18262501400691
5090,2021,Empregado de empresa privada,PIAUÍ,3269200.0,182870008.79293892,55.93723504005228
5091,2021,Empregado de entidades sem fins lucrativos,PIAUÍ,3269200.0,710682.0791385625,0.21738715255676083
5092,2021,Empresário,PIAUÍ,3269200.0,173755571.11960948,53.14926315906322
5093,2021,MEI,PIAUÍ,3269200.0,27479291.555256236,8.405509468755731
5094,2021,Outros,PIAUÍ,3269200.0,894692024.8496864,273.673077465339
5095,2021,Servidor ou empregado público,PIAUÍ,3269200.0,339987942.0910733,103.99729049647415
5116,2022,Aposentado/pensionista,PIAUÍ,3269200.0,114385149.04071958,34.98872783577621
5117,2022,Autônomo,PIAUÍ,3269200.0,166256976.148733,50.8555536977649
5118,2022,Empregado de empresa privada,PIAUÍ,3269200.0,265847919.48087677,81.31895249017398
5119,2022,Empregado de entidades sem fins lucrativos,PIAUÍ,3269200.0,2010714.1838587492,0.6150477743358465
5120,2022,Empresário,PIAUÍ,3269200.0,222004347.56018877,67.90785132759964
5121,2022,MEI,PIAUÍ,3269200.0,40280678.24148285,12.32126460341455
5122,2022,Outros,PIAUÍ,3269200.0,1195963711.1239672,365.8276370745036
5123,2022,Servidor ou empregado público,PIAUÍ,3269200.0,442601892.3968932,135.3853824779436
5144,2012,Aposentado/pensionista,PARANÁ,11443208.0,276805022.5409571,24.18946003087221
5145,2012,Autônomo,PARANÁ,11443208.0,1027347793.4931635,89.777953305853
5146,2012,Empregado de empresa privada,PARANÁ,11443208.0,1098866900.7387002,96.02787092034858
5147,2012,Empregado de entidades sem fins lucrativos,PARANÁ,11443208.0,6906691.416405032,0.6035625164206604
5148,2012,Empresário,PARANÁ,11443208.0,1745626158.4087458,152.54692201773713
