ID,data_publicacao,diretoria,numero_revista,codigo,titulo,numero,data_deposito,data_prioridade,cod_prioridade,classif_internacion,classif_nacion,titulo_inid,titular_nome,titular_uf,titular_pais,inventor_nome,titular_1,titular_parceiros1,titular_parceiros2,titular_abv,titular_uf1,titular_uf2,classif_nac1,classif_nac2,classif_nac3,classif_internac1,classif_internac2,classif_internac3,inventor_1,inventor_outros
ID13602,07/12/2021,Patente,2657,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 010619-8,27/05/2020,,,C12H 1/02; C12H 1/056,C12H 1/02; C12H 1/0424,PROCESSO DE CLARIFICAÇÃO DE CERVEJA PELO USO DE POLÍMERO DEXTRINIZADO,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,PR,BR,MANUEL SALVADOR VICENTE PLATA OVIEDO; DANIELA HIRATA ARITA; HELOÌSA MORAIS GONÇALVES; JACQUELINE DE FLORIO ALMEIDA,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,,,UTFPR,PR,,C12H 1/02,C12H 1/0424,,C12H 1/02,C12H 1/056,,MANUEL SALVADOR VICENTE PLATA OVIEDO,DANIELA HIRATA ARITA; HELOÌSA MORAIS GONÇALVES; JACQUELINE DE FLORIO ALMEIDA
ID13603,07/12/2021,Patente,2657,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 010622-8,27/05/2020,,,C09B 61/00,C09B 61/00,CORANTE NATURAL ORGÂNICO DO PIMENTÃO VERMELHO (Capsicum annuum L.),UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,PB,BR,YAROSLÁVIA FERREIRA PAIVA; PLÍNIO TÉRCIO MEDEIROS DE AZEVEDO; KEVISON ROMULO DA SILVA FRANÇA; EVERTON VIEIRA DA SILVA,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,,C09B 61/00,,,C09B 61/00,,,YAROSLÁVIA FERREIRA PAIVA,PLÍNIO TÉRCIO MEDEIROS DE AZEVEDO; KEVISON ROMULO DA SILVA FRANÇA; EVERTON VIEIRA DA SILVA
ID13604,07/12/2021,Patente,2657,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 010639-2,27/05/2020,,,A21D 13/043; A21D 13/066; A21D 13/40,A21D 13/043; A21D 13/066; A21D 13/40,"PROCESSO PARA ELABORAÇÃO DE PÃO, TIPO FÔRMA, COM UTILIZAÇÃO DE FARINHA DE BATATA INGLESA INTEGRAL",UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,PB,BR,NILCIMELLY RODRIGUES DONATO; DALYANE LAÍS DA SILVA DANTAS; VANESSA BORDIN VIERA; MARÍLIA FERREIRA FRAZÃO TAVARES DE MELO; JAIELISON YANDRO PEREIRA DA SILVA; NATÁLIA DANTAS DE OLIVEIRA; MIKAELLE LAURENTINO DA SILVA; ELISIANE BEATRIZ DA SILVA; MAYSLA RAYSSA SILVA COSTA; CARLOS EDUARDO ALVES DANTAS,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,,A21D 13/043,A21D 13/066,A21D 13/40,A21D 13/043,A21D 13/066,A21D 13/40,NILCIMELLY RODRIGUES DONATO,DALYANE LAÍS DA SILVA DANTAS; VANESSA BORDIN VIERA; MARÍLIA FERREIRA FRAZÃO TAVARES DE MELO; JAIELISON YANDRO PEREIRA DA SILVA; NATÁLIA DANTAS DE OLIVEIRA; MIKAELLE LAURENTINO DA SILVA; ELISIANE BEATRIZ DA SILVA; MAYSLA RAYSSA SILVA COSTA; CARLOS EDUARDO ALVES DANTAS
ID13606,07/12/2021,Patente,2657,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 010651-1,27/05/2020,,,A23C 9/133,A23C 9/133,IOGURTE TIPO GREGO COM ADIÇÃO DE DIFERENTES CONCENTRAÇÕES DA COMPOTA DE CARAMBOLA,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,PB,BR,MAILSON GONÇALVES GREGÓRIO; FRANCISCA ALINE LIRA CIPRIANO; ARETHA MARTINS SANTANA; THAMYRES CÉSAR DE ALBUQUERQUE; MOISÉS SESION DE MEDEIROS NETO; ALFREDINA DOS SANTOS ARAÚJO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,,A23C 9/133,,,A23C 9/133,,,MAILSON GONÇALVES GREGÓRIO,FRANCISCA ALINE LIRA CIPRIANO; ARETHA MARTINS SANTANA; THAMYRES CÉSAR DE ALBUQUERQUE; MOISÉS SESION DE MEDEIROS NETO; ALFREDINA DOS SANTOS ARAÚJO
ID13608,07/12/2021,Patente,2657,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 010675-9,27/05/2020,,,A61K 9/51; A61K 31/325; A61K 31/121; A61K 47/44; A61K 47/26; A61K 47/12; A61P 35/00,,"NANOPARTÍCULAS LIPÍDICAS SÓLIDAS DE CERA DE ABELHA COM ENCAPSULAÇÃO SIMULTÂNEA DE FÁRMACO HIDROFÍLICO E FÁRMACO LIPOFÍLICO VIA DUPLA EMULSÃO LIVRE DE SOLVENTE, COMPOSIÇÃO FARMACÊUTICA PARA O TRATAMENTO SINÉRGICO DE MELANOMA CUTÂNEO E PROCESSO DE OBTENÇÃO",UNIVERSIDADE FEDERAL DE SANTA CATARINA; UNIVERSIDADE DO EXTREMO SUL CATARINENSE; UNIVERSIDADE FEDERAL DO PARANÁ,SC; SC; PR,BR; BR; BR,ARTHUR POESTER CORDEIRO; CLAUDIA SAYER; PAULO EMILIO FEUSER; PEDRO HENRIQUE HERMES DE ARAÚJO; PAULO CESAR LOCK SILVEIRA; RICARDO ANDREZ MACHADO DE ÁVILA; MARIA ELIANE MERLIN ROCHA; ELIZABETH SOUSA DA CUNHA; GLAUCIA REGINA MARTINEZ,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UNIVERSIDADE DO EXTREMO SUL CATARINENSE,UNIVERSIDADE FEDERAL DO PARANÁ,UFSC,SC,SC; PR,,,,A61K 9/51,A61K 31/325,A61K 31/121; A61K 47/44; A61K 47/26; A61K 47/12; A61P 35/00,ARTHUR POESTER CORDEIRO,CLAUDIA SAYER; PAULO EMILIO FEUSER; PEDRO HENRIQUE HERMES DE ARAÚJO; PAULO CESAR LOCK SILVEIRA; RICARDO ANDREZ MACHADO DE ÁVILA; MARIA ELIANE MERLIN ROCHA; ELIZABETH SOUSA DA CUNHA; GLAUCIA REGINA MARTINEZ
ID13610,07/12/2021,Patente,2657,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 010696-1,27/05/2020,,,G01N 33/86,G01N 33/86,PROCESSO DE AVALIAÇÃO DO POTENCIAL DE AGREGAÇÃO PLAQUETÁRIA E USO DO PROCESSO,UNIVERSIDADE FEDERAL DE PERNAMBUCO,PE,BR,ANNE MAELY MARIA DE SALES FERREIRA; IVONE ANTÔNIA DE SOUZA; ISVÂNIA MARIA SERAFIM DA SILVA LOPES; SONIA PEREIRA LEITE; RENATHA CLAUDIA BARROS SOBREIRA DE AGUIAR; YHASMINIE KARINE DA SILVA; JONAS SÉRGIO DE OLIVEIRA FILHO,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,,UFPE,PE,,G01N 33/86,,,G01N 33/86,,,ANNE MAELY MARIA DE SALES FERREIRA,IVONE ANTÔNIA DE SOUZA; ISVÂNIA MARIA SERAFIM DA SILVA LOPES; SONIA PEREIRA LEITE; RENATHA CLAUDIA BARROS SOBREIRA DE AGUIAR; YHASMINIE KARINE DA SILVA; JONAS SÉRGIO DE OLIVEIRA FILHO
ID13616,07/12/2021,Patente,2657,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 010796-8,28/05/2020,,,B32B 27/38; C08K 3/08,,"COMPÓSITO, PROCESSO, OBTENÇÃO E USO DE ESTRUTURAS MULTICAMADAS SUPERFINAS DE FERRITA PARA MATERIAIS ABSORVEDORES DE RADIAÇÃO NA FAIXA DE MICROONDAS",CENTRO TECNOLÓGICO DO EXÉRCITO; UNIVERSIDADE FEDERAL DE JUIZ DE FORA; UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,RJ; MG; RJ,BR; BR; BR,TAMARA INDRUSIAK SILVA; IACI MIRANDA PEREIRA; ÂNGELO MARCIO LEITE DENADAI; BLUMA GUENTHER SOARES,CENTRO TECNOLÓGICO DO EXÉRCITO,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,,RJ,MG; RJ,,,,B32B 27/38,C08K 3/08,,TAMARA INDRUSIAK SILVA,IACI MIRANDA PEREIRA; ÂNGELO MARCIO LEITE DENADAI; BLUMA GUENTHER SOARES
ID13620,07/12/2021,Patente,2657,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 010934-0,29/05/2020,,,A61K 36/185; A61K 125/00; A61P 1/00,,USO DE CANTIN-6-ONA PARA O TRATAMENTO DE DOENÇAS INFLAMATÓRIAS INTESTINAIS,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO,MT,BR,DOMINGOS TABAJARA DE OLIVEIRA MARTINS; EDUARDA PAVAN; KARUPPUSAMY ARUNACHALAM; AMÍLCAR SABINO DAMAZO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO,,,UFMT,MT,,,,,A61K 36/185,A61K 125/00,A61P 1/00,DOMINGOS TABAJARA DE OLIVEIRA MARTINS,EDUARDA PAVAN; KARUPPUSAMY ARUNACHALAM; AMÍLCAR SABINO DAMAZO
ID13625,07/12/2021,Patente,2657,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 011064-0,02/06/2020,,,C12P 1/00; C12P 39/00; C12N 1/20; C12N 1/16; A23G 1/02; C12R 1/25; C12R 1/84,,MÉTODO PARA DIMINUIÇÃO DO TEMPO DE FERMENTAÇÃO DE MATERIAIS VEGETAIS E PRODUÇÃO DE INSUMOS ALIMENTARES ATRAVÉS DE CULTURAS MICROBIANAS FRUTOFÍLICAS,UNIVERSIDADE FEDERAL DO PARANA,PR,BR,CARLOS RICARDO SOCCOL; GILBERTO VINÍCIUS DE MELO PEREIRA; JÉSSICA APARECIDA VIESSER; DÃO PEDRO DE CARVALHO NETO,UNIVERSIDADE FEDERAL DO PARANA,,,UFPR,PR,,,,,C12P 1/00,C12P 39/00,C12N 1/20; C12N 1/16; A23G 1/02; C12R 1/25; C12R 1/84,CARLOS RICARDO SOCCOL,GILBERTO VINÍCIUS DE MELO PEREIRA; JÉSSICA APARECIDA VIESSER; DÃO PEDRO DE CARVALHO NETO
ID13626,07/12/2021,Patente,2657,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 011086-1,02/06/2020,,,H01L 51/42; B82Y 30/00,,"DISPOSITIVO ELETRÔNICO EM UM SUBSTRATO TRANSPARENTE, FLEXÍVEL E BIOSUSTENTÁVEL BASEADO EM QUITOSANA",UNIVERSIDADE FEDERAL DO PARANA,PR,BR,MATHEUS FELIPE FAGUNDES DAS NEVES; LUCIMARA STOLZ ROMAN; HELTON JOSÉ ALVES; ELIANE SOARES DA SILVA,UNIVERSIDADE FEDERAL DO PARANA,,,UFPR,PR,,,,,H01L 51/42,B82Y 30/00,,MATHEUS FELIPE FAGUNDES DAS NEVES,LUCIMARA STOLZ ROMAN; HELTON JOSÉ ALVES; ELIANE SOARES DA SILVA
ID13630,07/12/2021,Patente,2657,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 011133-7,02/06/2020,,,B29C 48/00; B29C 48/08; C08J 5/18; C08L 67/02; B65D 81/28,B29C 48/022; B29C 48/08; C08J 5/18; C08L 67/025; B65D 81/28,EMBALAGEM ATIVA ANTIMICROBIANA E RESPECTIVO PROCESSO DE OBTENÇÃO,UNIVERSIDADE FEDERAL DE PERNAMBUCO,PE,BR,MICHELLE FÉLIX DE ANDRADE; GLÓRIA MARIA VINHAS; YEDA MEDEIROS BASTOS DE ALMEIDA,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,,UFPE,PE,,B29C 48/022,B29C 48/08,C08J 5/18; C08L 67/025; B65D 81/28,B29C 48/00,B29C 48/08,C08J 5/18; C08L 67/02; B65D 81/28,MICHELLE FÉLIX DE ANDRADE,GLÓRIA MARIA VINHAS; YEDA MEDEIROS BASTOS DE ALMEIDA
ID13633,07/12/2021,Patente,2657,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 011370-4,05/06/2020,,,C02F 1/46,C02F 1/46,REATOR ELETROQUÍMICO DE DUPLA CÂMARA INTERNA E ÂNODO BIATIVADO PARA TRATAMENTO DE EFLUENTES,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,RN,BR,JÚLIO CÉSAR OLIVEIRA DA SILVA; DJALMA RIBEIRO DA SILVA; CARLOS ALBERTO MARTÍNEZ HUITLE,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,,,UFRN,RN,,C02F 1/46,,,C02F 1/46,,,JÚLIO CÉSAR OLIVEIRA DA SILVA,DJALMA RIBEIRO DA SILVA; CARLOS ALBERTO MARTÍNEZ HUITLE
ID13638,07/12/2021,Patente,2657,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 011420-4,07/06/2020,,,G06Q 50/06; G08C 25/04; G05B 19/048; G01R 21/133,G06Q 50/06; G08C 25/04; G05B 19/048; G01R 21/133,SISTEMA DE MONITORAMENTO E CONTROLE DE CONSUMO DE ENERGIA EM CIDADES INTELIGENTES,UNIVERSIDADE FEDERAL DE PERNAMBUCO,PE,BR,ABEL GUILHERMINO DA SILVA FILHO; GABRIEL SOUZA MARQUES; ALLAN RIVALLES SOUZA FEITOSA; IGOR DE MOURA PHILIPPINI; THIAGO AUGUSTO DOS SANTOS MARTINS; LÁDSON GOMES SILVA,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,,UFPE,PE,,G06Q 50/06,G08C 25/04,G05B 19/048; G01R 21/133,G06Q 50/06,G08C 25/04,G05B 19/048; G01R 21/133,ABEL GUILHERMINO DA SILVA FILHO,GABRIEL SOUZA MARQUES; ALLAN RIVALLES SOUZA FEITOSA; IGOR DE MOURA PHILIPPINI; THIAGO AUGUSTO DOS SANTOS MARTINS; LÁDSON GOMES SILVA
ID13639,07/12/2021,Patente,2657,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 011421-2,07/06/2020,,,A23P 10/30; A23L 33/115; A23L 33/17,A23P 10/30; A23L 33/115; A23L 33/17,COMPOSTO NUTRICIONAL EM PÓ OBTIDO A PARTIR DA EXTRAÇÃO DE GELATINA E ÓLEO DO PESCADO E PROCESSOS DE FABRICAÇÃO DO MESMO,UNIVERSIDADE FEDERAL DE PERNAMBUCO,PE,BR,ANDREIA CYBELLE MARQUES FERREIRA; RAQUEL PEREIRA FREITAS DA SILVA; THIAGO BARBOSA CAHÚ; RANILSON DE SOUZA BEZERRA; JULIETT DE FÁTIMA XAVIER DA SILVA; LUIZ BEZERRA DE CARVALHO JUNIOR; RENATA MARIA DO NASCIMENTO,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,,UFPE,PE,,A23P 10/30,A23L 33/115,A23L 33/17,A23P 10/30,A23L 33/115,A23L 33/17,ANDREIA CYBELLE MARQUES FERREIRA,RAQUEL PEREIRA FREITAS DA SILVA; THIAGO BARBOSA CAHÚ; RANILSON DE SOUZA BEZERRA; JULIETT DE FÁTIMA XAVIER DA SILVA; LUIZ BEZERRA DE CARVALHO JUNIOR; RENATA MARIA DO NASCIMENTO
ID13668,07/12/2021,Patente,2657,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 13 2018 070945-2,10/10/2018,,,C07K 14/435; A61K 38/17; A61P 19/02,,COMPOSIÇÕES FARMACÊUTICAS PARA O TRATAMENTO DE ARTRITE SÉPTICA E USOS,UNIVERSIDADE FEDERAL DE MINAS GERAIS; FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE MINAS GERAIS - FAPEMIG,MG; MG,BR; BR,MARIA ELENA DE LIMA PEREZ GARCIA; ELAINE MARIA DE SOUZA FAGUNDES; PABLO VICTOR MENDES DOS REIS; DANIEL MOREIRA DOS SANTOS; JARBAS MAGALHÃES RESENDE; ADRIANO MONTEIRO DE CASTRO PIMENTA; GABRIELE DE MATOS CARDOSO PERDIGÃO; DAIANE BOFF; FLAVIO ALMEIDA AMARAL,UNIVERSIDADE FEDERAL DE MINAS GERAIS,FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE MINAS GERAIS - FAPEMIG,,UFMG,MG,MG,,,,C07K 14/435,A61K 38/17,A61P 19/02,MARIA ELENA DE LIMA PEREZ GARCIA,ELAINE MARIA DE SOUZA FAGUNDES; PABLO VICTOR MENDES DOS REIS; DANIEL MOREIRA DOS SANTOS; JARBAS MAGALHÃES RESENDE; ADRIANO MONTEIRO DE CASTRO PIMENTA; GABRIELE DE MATOS CARDOSO PERDIGÃO; DAIANE BOFF; FLAVIO ALMEIDA AMARAL
ID13672,07/12/2021,Patente,2657,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 20 2020 010241-4,22/05/2020,,,B65F 1/14,,LIXEIRA SELETIVA AUTOMATIZADA EDUCATIVA PARA IDENTIFICAR O TIPO DE RESÍDUOS SÓLIDOS COM RECURSOS DE TECNOLOGIA ASSISTIVA,INSTITUTO FEDERAL DO PARANÁ,PR,BR,ODAIR MOREIRA DE SOUZA; LUCAS FERNANDO PINTO; LUIS FELIPE FABIANE; VITOR GAGINSKI SOUZA; FLÁVIO ENDRIGO CECHIM,INSTITUTO FEDERAL DO PARANÁ,,,IFPR,PR,,,,,B65F 1/14,,,ODAIR MOREIRA DE SOUZA,LUCAS FERNANDO PINTO; LUIS FELIPE FABIANE; VITOR GAGINSKI SOUZA; FLÁVIO ENDRIGO CECHIM
ID13698,07/12/2021,Patente,2657,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 20 2020 010746-7,28/05/2020,,,A41D 13/11,A41D 13/1184,DISPOSITIVO AUTOESTRUTURADO DE PROTEÇÃO PARA A FACE CONTRA AGENTES BIOLÓGICOS,UNIVERSIDADE FEDERAL DE JUIZ DE FORA - UFJF,MG,BR,PAULO MIRANDA DE OLIVEIRA; RÓBER DIAS BOTELHO; ANDRÉ CARVALHO MOL SILVA,UNIVERSIDADE FEDERAL DE JUIZ DE FORA - UFJF,,,UFJF,MG,,A41D 13/1184,,,A41D 13/11,,,PAULO MIRANDA DE OLIVEIRA,RÓBER DIAS BOTELHO; ANDRÉ CARVALHO MOL SILVA
ID13716,14/12/2021,Patente,2658,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 010836-0,29/05/2020,,,C12C 11/00; C12R 1/24; C12C 12/00; C12C 5/02; A23C 21/02,C12C 11/00; C12R 1/24; C12C 12/00; C12C 5/02; A23C 21/026,FERMENTAÇÃO LÁTICA NA PRODUÇÃO DE CERVEJA ÁCIDA COM ADIÇÃO DE SORO DE LEITE,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,PB,BR,MOISÉS SESION DE MEDEIROS NETO; ERIKA DE OLIVEIRA LUCENA; ADRIANO SANT'ANA SILVA; ALFREDINA DOS SANTOS ARAÚJO; ARETHA MARTINS SANTANA; MAILSON GONÇALVES GREGÓRIO; MARIA EDUARDA DANTAS CÂNDIDO; FRANCISCA ALINE LIRA CIPRIANO; PEDRO VICTOR CRESCENCIO FREITAS; THAMYRES CÉSAR DE ALBUQUERQUE SOUSA,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,,C12C 11/00,C12R 1/24,C12C 12/00; C12C 5/02; A23C 21/026,C12C 11/00,C12R 1/24,C12C 12/00; C12C 5/02; A23C 21/02,MOISÉS SESION DE MEDEIROS NETO,ERIKA DE OLIVEIRA LUCENA; ADRIANO SANT'ANA SILVA; ALFREDINA DOS SANTOS ARAÚJO; ARETHA MARTINS SANTANA; MAILSON GONÇALVES GREGÓRIO; MARIA EDUARDA DANTAS CÂNDIDO; FRANCISCA ALINE LIRA CIPRIANO; PEDRO VICTOR CRESCENCIO FREITAS; THAMYRES CÉSAR DE ALBUQUERQUE SOUSA
ID13721,14/12/2021,Patente,2658,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 010872-7,29/05/2020,,,A61K 9/107; A61K 31/7056; A61K 31/496; A61K 47/12; A61K 47/10; A61K 47/22; A61K 47/26; A61K 47/24; A61P 17/10,A61K 9/1075; A61K 31/7056; A61K 31/496; A61K 47/12; A61K 47/10; A61K 47/22; A61K 47/26; A61K 47/24; A61P 17/10,CARREADORES LIPÍDICOS NANOESTRUTURADOS CONTENDO ASSOCIAÇÃO DE FOSFATO DE CLINDAMICINA E RIFAMPICINA E SEU USO PARA O TRATAMENTO TÓPICO DA HIDRADENITE SUPURATIVA E OUTRAS INFECÇÕES E INFLAMAÇÕES CUTÂNEAS,FUNDAÇÃO UNIVERSIDADE DE BRASILIA,DF,BR,GUILHERME MARTINS GELFUSO; MAÍRA NUNES PEREIRA; TAÍS GRATIERI; MARCÍLIO SERGIO SOARES DA CUNHA FILHO,FUNDAÇÃO UNIVERSIDADE DE BRASILIA,,,UNB,DF,,A61K 9/1075,A61K 31/7056,A61K 31/496; A61K 47/12; A61K 47/10; A61K 47/22; A61K 47/26; A61K 47/24; A61P 17/10,A61K 9/107,A61K 31/7056,A61K 31/496; A61K 47/12; A61K 47/10; A61K 47/22; A61K 47/26; A61K 47/24; A61P 17/10,GUILHERME MARTINS GELFUSO,MAÍRA NUNES PEREIRA; TAÍS GRATIERI; MARCÍLIO SERGIO SOARES DA CUNHA FILHO
ID13725,14/12/2021,Patente,2658,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 010908-1,29/05/2020,,,A61K 9/127; A61K 47/69; A61P 31/04; B82Y 5/00,A61K 9/1271; A61K 47/6951; A61K 9/127; A61K 47/6935; A61P 31/04; B82Y 5/00,FORMULAÇÕES NANOHÍBRIDAS PARA ENCAPSULAMENTO DE FÁRMACOS,UNIVERSIDADE FEDERAL DE UBERLÂNDIA; UNIVERSIDADE ESTADUAL DE CAMPINAS; FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE MINAS GERAIS - FAPEMIG,MG; SP; MG,BR; BR; BR,BELCHIOLINA BEATRIZ FONSECA; LUIZ RICARDO GOULART FILHO; FOUED SALMEN ESPINDOLA; DAISE APARECIDA ROSSI; ENEIDA DE PAULA; LÍGIA NUNES DE MORAIS RIBEIRO,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UNIVERSIDADE ESTADUAL DE CAMPINAS,FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE MINAS GERAIS - FAPEMIG,UFU,MG,SP; MG,A61K 9/1271,A61K 47/6951,A61K 9/127; A61K 47/6935; A61P 31/04; B82Y 5/00,A61K 9/127,A61K 47/69,A61P 31/04; B82Y 5/00,BELCHIOLINA BEATRIZ FONSECA,LUIZ RICARDO GOULART FILHO; FOUED SALMEN ESPINDOLA; DAISE APARECIDA ROSSI; ENEIDA DE PAULA; LÍGIA NUNES DE MORAIS RIBEIRO
ID13727,14/12/2021,Patente,2658,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 010912-0,29/05/2020,,,C25B 1/04,,APARELHO COMPACTO DE ELETRÓLISE DE BAIXO CUSTO,UNIVERSIDADE FEDERAL DA PARAIBA,PB,BR,LUIZ CEZAR RODRIGUES; JOSÉ MARIA BARBOSA FILHO; FLÁVIO VALADARES PEREIRA BORGES; LUIZ ANDRÉ DE ARAÚJO SILVA; FERNANDO FERREIRA LEITE; BRUNO HANRRY MELO DE OLIVEIRA; GABRIELLY DINIZ DUARTE; JOSÉ CARLOS BRIZOLA; MARIA EDUARDA DE SOUZA MAIA,UNIVERSIDADE FEDERAL DA PARAIBA,,,UFPB,PB,,,,,C25B 1/04,,,LUIZ CEZAR RODRIGUES,JOSÉ MARIA BARBOSA FILHO; FLÁVIO VALADARES PEREIRA BORGES; LUIZ ANDRÉ DE ARAÚJO SILVA; FERNANDO FERREIRA LEITE; BRUNO HANRRY MELO DE OLIVEIRA; GABRIELLY DINIZ DUARTE; JOSÉ CARLOS BRIZOLA; MARIA EDUARDA DE SOUZA MAIA
ID13731,14/12/2021,Patente,2658,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 010959-6,29/05/2020,,,C12N 1/12,,BIOCOMPOSTO DE FRUTAS E VERDURAS COMO MEIO ALTERNATIVO PARA PRODUÇÃO DE MICROALGAS CLOROFÍCEAS PARA APLICAÇÃO NA INDÚSTRIA DE ALIMENTOS,UNIVERSIDADE FEDERAL DA PARAIBA,PB,BR,VIVIANE PRISCILA BARROS DE MEDEIROS; ROBERTA CONCEIÇÃO RIBEIRO VARANDAS; CRISTIANE FRANCISCA DA COSTA SASSI; MARCIANE MAGNANI,UNIVERSIDADE FEDERAL DA PARAIBA,,,UFPB,PB,,,,,C12N 1/12,,,VIVIANE PRISCILA BARROS DE MEDEIROS,ROBERTA CONCEIÇÃO RIBEIRO VARANDAS; CRISTIANE FRANCISCA DA COSTA SASSI; MARCIANE MAGNANI
ID13732,14/12/2021,Patente,2658,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 010960-0,29/05/2020,,,A23L 27/14,A23L 27/14,ESPECIARIA DE RESÍDUO DE ALHO-PORÓ,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,MS,BR,"ELISVÂNIA FREITAS DOS SANTOS; ANNE CAROLINNE RIOS DE ARAÚJO; CAROLINA DE PAULA PEREIRA; LUANE APARECIDA DO AMARAL; TAINÁ DA SILVA FLEMING DE ALMEIDA; GABRIEL HENRIQUE OLIVEIRA DE SOUZA¿,",UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,,,UFMS,MS,,A23L 27/14,,,A23L 27/14,,,ELISVÂNIA FREITAS DOS SANTOS,"ANNE CAROLINNE RIOS DE ARAÚJO; CAROLINA DE PAULA PEREIRA; LUANE APARECIDA DO AMARAL; TAINÁ DA SILVA FLEMING DE ALMEIDA; GABRIEL HENRIQUE OLIVEIRA DE SOUZA¿,"
