data_publicacao,diretoria,numero_revista,codigo,titulo,numero,data_deposito,data_prioridade,cod_prioridade,classif_internacion,classif_nacion,titulo_inid,titular_nome,titular_uf,titular_pais,inventor_nome,titular_1,titular_parceiros1,titular_parceiros2,titular_abrev,titular_uf1,titular_uf2,inventor_1,inventor_outros,classif_nac1,classif_nac2,classif_nac3,classif_internac1,classif_internac2,classif_internac3
25/01/2022,Patente,2664,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 014295-0,13/07/2020,,,C12N 1/19; C12N 15/52,,PROCESSO DE PRODUÇÃO DE LEVEDURA GENETICAMENTE MODIFICADA PARA EXPRESSÃO DA ENZIMA HEXOQUINASE 2 HUMANA E O USO DA TREALOSE-6-FOSFATO COMO SEU INIBIDOR ENZIMÁTICO,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,RJ,BR,ELIS CRISTINA ARAÚJO ELEUTHERIO; BIANCA CRUZ NEVES; FERNANDA CIGAGNA BOECHAT; ALINE DE ARAÚJO BRASIL; RAYNE STFHANY SILVA MAGALHÃES,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,,,UFRJ,RJ,,ELIS CRISTINA ARAÚJO ELEUTHERIO,BIANCA CRUZ NEVES; FERNANDA CIGAGNA BOECHAT; ALINE DE ARAÚJO BRASIL; RAYNE STFHANY SILVA MAGALHÃES,,,,C12N 1/19,C12N 15/52,
25/01/2022,Patente,2664,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 014311-5,14/07/2020,,,A23C 19/068; A23C 19/032,A23C 19/0682; A23C 19/032,"QUEIJO PROBIÓTICO TIPO BRIE, PROCESSO E PRODUTO",UNIVERSIDADE FEDERAL DA PARAIBA,PB,BR,AMANDA SILVA DO CARMO; SHARLINE FLORENTINO DE MELO SANTOS; TALIANA KÊNIA ALENCAR BEZERRA; JANEEYRE FERREIRA MACIEL,UNIVERSIDADE FEDERAL DA PARAIBA,,,UFPB,PB,,AMANDA SILVA DO CARMO,SHARLINE FLORENTINO DE MELO SANTOS; TALIANA KÊNIA ALENCAR BEZERRA; JANEEYRE FERREIRA MACIEL,A23C 19/0682,A23C 19/032,,A23C 19/068,A23C 19/032,
25/01/2022,Patente,2664,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 014400-6,15/07/2020,,,A23B 7/02; B02C 18/00; A23L 7/126,A23B 7/02; B02C 18/00; A23L 7/126,FARINHA DO FRUTO DO GEOFFROEA SPINOSA (MARIZEIRO) NA ELABORAÇÃO DE BARRAS DE CEREAIS,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB; INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DA PARAÍBA - IFPB,PB; PB,BR; BR,LARISSA DA SILVA SANTOS PINHEIRO; ALFREDINA DOS SANTOS ARAÚJO; MARIA DO SOCORRO ARAUJO RODRIGUES; MARIA DO SOCORRO ALÉCIO BARBOSA; JOSÉ NILDO VIEIRA DEODATO; FRANCISCO BRUNO FERREIRA DE FREITAS; DAUANY DE SOUSA OLIVEIRA; ROSILENE AGRA DA SILVA; GILCEAN SILVA ALVES; LEDISMARQUES LOPES DE LIMA,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DA PARAÍBA - IFPB,,UFCG,PB,PB,LARISSA DA SILVA SANTOS PINHEIRO,ALFREDINA DOS SANTOS ARAÚJO; MARIA DO SOCORRO ARAUJO RODRIGUES; MARIA DO SOCORRO ALÉCIO BARBOSA; JOSÉ NILDO VIEIRA DEODATO; FRANCISCO BRUNO FERREIRA DE FREITAS; DAUANY DE SOUSA OLIVEIRA; ROSILENE AGRA DA SILVA; GILCEAN SILVA ALVES; LEDISMARQUES LOPES DE LIMA,A23B 7/02,B02C 18/00,A23L 7/126,A23B 7/02,B02C 18/00,A23L 7/126
25/01/2022,Patente,2664,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 014413-8,15/07/2020,,,A23C 19/032; C12C 11/02,A23C 19/032; C12C 11/02,QUEIJO TIPO FRESCAL ELABORADO A PARTIR DE CULTIVO DE MICRORGANISMOS DE GRÃO MALTADO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,PB,BR,MORGANA ARAGÃO ARAÚJO; ALFREDINA DOS SANTOS ARAÚJO; MARIA DO SOCORRO ARAUJO RODRIGUES; ANA FLÁVIA DE MELO CÂNDIDO; FRANCISCO BRUNO FERREIRA DE FREITAS; ELIANE ROLIM FLORENTINO; RICARDO SOARES MARTINS; ANA PAULA TRINDADE ROCHA; RAIMUNDO JACKSON NOGUEIRA DA SILVA; AMANDA ARAUJO RODRIGUES,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,,MORGANA ARAGÃO ARAÚJO,ALFREDINA DOS SANTOS ARAÚJO; MARIA DO SOCORRO ARAUJO RODRIGUES; ANA FLÁVIA DE MELO CÂNDIDO; FRANCISCO BRUNO FERREIRA DE FREITAS; ELIANE ROLIM FLORENTINO; RICARDO SOARES MARTINS; ANA PAULA TRINDADE ROCHA; RAIMUNDO JACKSON NOGUEIRA DA SILVA; AMANDA ARAUJO RODRIGUES,A23C 19/032,C12C 11/02,,A23C 19/032,C12C 11/02,
25/01/2022,Patente,2664,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 014415-4,15/07/2020,,,A23C 19/068; A23C 19/032,A23C 19/0684; A23C 19/032,QUEIJO RICOTA DESENVOLVIDO A PARTIR DE CULTIVO DE MICRORGANISMOS DO GRÃO DE CEVADA,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,PB,BR,ANA FLÁVIA DE MELO CÂNDIDO; ALFREDINA DOS SANTOS ARAÚJO; MARIA DO SOCORRO ARAUJO RODRIGUES; GLÓRIA LOUINE VITAL DA COSTA; FRANCISCO BRUNO FERREIRA DE FREITAS; ELIANE ROLIM FLORENTINO; RICARDO SOARES MARTINS; FERNANDA DOS SANTOS NUNES DE MELO; AMANDA ARAUJO RODRIGUES; MORGANA ARAGÃO ARAÚJO,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,,ANA FLÁVIA DE MELO CÂNDIDO,ALFREDINA DOS SANTOS ARAÚJO; MARIA DO SOCORRO ARAUJO RODRIGUES; GLÓRIA LOUINE VITAL DA COSTA; FRANCISCO BRUNO FERREIRA DE FREITAS; ELIANE ROLIM FLORENTINO; RICARDO SOARES MARTINS; FERNANDA DOS SANTOS NUNES DE MELO; AMANDA ARAUJO RODRIGUES; MORGANA ARAGÃO ARAÚJO,A23C 19/0684,A23C 19/032,,A23C 19/068,A23C 19/032,
25/01/2022,Patente,2664,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 014445-6,15/07/2020,,,A61K 31/222; A61K 31/231; A61K 31/506; A61P 17/14,,CARREADORES LIPÍDICOS NANOESTRUTURADOS CONTENDO ASSOCIAÇÃO DE MINOXIDIL E LATANOPROSTA E SEU USO PARA O TRATAMENTO TÓPICO DA ALOPECIA,FUNDAÇÃO UNIVERSIDADE DE BRASILIA,DF,BR,GUILHERME MARTINS GELFUSO; PAULA MARTINS DE OLIVEIRA; MARCÍLIO SERGIO SOARES DA CUNHA FILHO; TAÍS GRATIERI,FUNDAÇÃO UNIVERSIDADE DE BRASILIA,,,UNB,DF,,GUILHERME MARTINS GELFUSO,PAULA MARTINS DE OLIVEIRA; MARCÍLIO SERGIO SOARES DA CUNHA FILHO; TAÍS GRATIERI,,,,A61K 31/222,A61K 31/231,A61K 31/506; A61P 17/14
25/01/2022,Patente,2664,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 014450-2,15/07/2020,,,A23P 10/30; A23L 33/135,A23P 10/30; A23L 33/135; A23V 2200/3204,MICROCÁPSULA SIMBIÓTICA DE LIBERAÇÃO CONTROLADA E ALTA RESISTÊNCIA TÉRMICA,UNIVERSIDADE FEDERAL DE PELOTAS,RS,BR,SIMONE PIENIZ; MICHELE RAMOS DUTRA ROSOLEN; PATRÍCIA DIAZ DE OLIVEIRA; FERNANDA WEBER BORDINI; GABRIELA DE QUADROS DA LUZ; ÂNGELA MARIA FIORENTINI; FABRÍCIO ROCHEDO CONCEIÇÃO; WLADIMIR PADILHA DA SILVA,UNIVERSIDADE FEDERAL DE PELOTAS,,,UFPEL,RS,,SIMONE PIENIZ,MICHELE RAMOS DUTRA ROSOLEN; PATRÍCIA DIAZ DE OLIVEIRA; FERNANDA WEBER BORDINI; GABRIELA DE QUADROS DA LUZ; ÂNGELA MARIA FIORENTINI; FABRÍCIO ROCHEDO CONCEIÇÃO; WLADIMIR PADILHA DA SILVA,A23P 10/30,A23L 33/135,A23V 2200/3204,A23P 10/30,A23L 33/135,
25/01/2022,Patente,2664,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 014480-4,15/07/2020,,,A21D 13/80; A21D 13/06,A21D 13/80; A21D 13/06,ELABORAÇÃO DE BISCOITO TIPO COOKIE COM ADIÇÃO PERCENTUAL DA FARINHA DA SEMENTE DO GIRASSOL (HELIANTHUS ANNUUS L),UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,PB,BR,MARIA CARLA CÂNDIDO DA SILVA; AMÉLIA RUTH NASCIMENTO LIMA; IVÂNIA SAMARA DOS SANTOS SILVA; MARIA TEREZA LUCENA PEREIRA; VANESSA BORDIN VIEIRA,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,,MARIA CARLA CÂNDIDO DA SILVA,AMÉLIA RUTH NASCIMENTO LIMA; IVÂNIA SAMARA DOS SANTOS SILVA; MARIA TEREZA LUCENA PEREIRA; VANESSA BORDIN VIEIRA,A21D 13/80,A21D 13/06,,A21D 13/80,A21D 13/06,
25/01/2022,Patente,2664,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 014481-2,15/07/2020,,,C12C 12/00; C12C 5/02,C12C 12/00; C12C 5/023; C12C 5/026,CERVEJA COM ADIÇÃO DE CASTANHOLA (Terminalia Catappa Linn.),UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,PB,BR,MAÍRA FELINTO LOPES; ADRIANO SANT'ANA SILVA; AYLA DAYANE FERREIRA DE SÁ,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,,MAÍRA FELINTO LOPES,ADRIANO SANT'ANA SILVA; AYLA DAYANE FERREIRA DE SÁ,C12C 12/00,C12C 5/023,C12C 5/026,C12C 12/00,C12C 5/02,
25/01/2022,Patente,2664,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 014505-3,16/07/2020,,,C12Q 1/34; C12N 9/14; A61P 3/04,,"COMPLEXOS DO TRITERPENO ALFA, BETA-AMIRENONA COM AUMENTO DA ATIVIDADE ANTIOBESIDADE",UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE; UNIVERSIDADE FEDERAL DO AMAZONAS,RN; AM,BR; BR,ÁDLEY ANTONINI NEVES DE LIMA; LUANA CARVALHO DE OLIVEIRA; VALDIR FLORÊNCIO DA VEIGA JUNIOR; EMERSON SILVA LIMA,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UNIVERSIDADE FEDERAL DO AMAZONAS,,UFRN,RN,AM,ÁDLEY ANTONINI NEVES DE LIMA,LUANA CARVALHO DE OLIVEIRA; VALDIR FLORÊNCIO DA VEIGA JUNIOR; EMERSON SILVA LIMA,,,,C12Q 1/34,C12N 9/14,A61P 3/04
25/01/2022,Patente,2664,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 014517-7,16/07/2020,,,C01G 53/04; B82Y 40/00,C01G 53/04; C01P 2004/64; B82Y 40/00,SÍNTESE VERDE DE ÓXIDOS METÁLICOS USANDO CHIA (SALVIA HISPANICA L.) COMO PRECURSOR ORGÂNICO,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE; UNIVERSIDADE FEDERAL DA PARAÍBA,RN; PB,BR; BR,JAKELINE RAIANE DORA DOS SANTOS; LUCIENA DOS SANTOS FERREIRA; THAYSE RICARDO DA SILVA; UILAME UMBELINO GOMES; DANIEL ARAÚJO DE MACEDO,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UNIVERSIDADE FEDERAL DA PARAÍBA,,UFRN,RN,PB,JAKELINE RAIANE DORA DOS SANTOS,LUCIENA DOS SANTOS FERREIRA; THAYSE RICARDO DA SILVA; UILAME UMBELINO GOMES; DANIEL ARAÚJO DE MACEDO,C01G 53/04,C01P 2004/64,B82Y 40/00,C01G 53/04,B82Y 40/00,
25/01/2022,Patente,2664,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 014550-9,16/07/2020,,,A61K 36/185; A61P 17/02,,COMPOSIÇÃO NANOESTRUTURADA CONTENDO EXTRATO DE SEMENTES DE CUPUAÇU (THEOBROMA GRANDIFLORUM) E SEU USO NO TRATAMENTO TÓPICO DE QUEIMADURAS CUTÂNEAS,FUNDAÇÃO UNIVERSIDADE DE BRASILIA; UNIVERSIDADE FEDERAL DO PARÁ; UNIÃO BRASILEIRA DE EDUCAÇÃO CATÓLICA,DF; PA; DF,BR; BR; BR,TAÍS GRATIERI; JOYCE KELLY DO ROSÁRIO DA SILVA; GUILHERME MARTINS GELFUSO; MARCÍLIO SERGIO SOARES DA CUNHA FILHO; JULIANA LOTT DE CARVALHO; GEISA NASCIMENTO BARBALHO; THUANY DE ALENCAR E SILVA,FUNDAÇÃO UNIVERSIDADE DE BRASILIA,UNIVERSIDADE FEDERAL DO PARÁ,UNIÃO BRASILEIRA DE EDUCAÇÃO CATÓLICA,UNB,DF,PA; DF,TAÍS GRATIERI,JOYCE KELLY DO ROSÁRIO DA SILVA; GUILHERME MARTINS GELFUSO; MARCÍLIO SERGIO SOARES DA CUNHA FILHO; JULIANA LOTT DE CARVALHO; GEISA NASCIMENTO BARBALHO; THUANY DE ALENCAR E SILVA,,,,A61K 36/185,A61P 17/02,
25/01/2022,Patente,2664,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 014555-0,16/07/2020,,,C07F 15/02; B01J 20/22; B01D 53/14,C07F 15/02; B01J 20/226; B01D 53/14,PROCESSO PARA PRODUÇÃO DE ESTRUTURA METALORGÂNICA POROSA E SUA APLICAÇÃO NA PURIFICAÇÃO DE BIOGÁS,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,PR,BR,ALESANDRO BAIL; MURILO PEREIRA MOISÉS; JOCACIA MURIELI DE OLIVEIRA MIRANDA KISTER; MATHEUS MARTINS CANESIN,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,,,UTFPR,PR,,ALESANDRO BAIL,MURILO PEREIRA MOISÉS; JOCACIA MURIELI DE OLIVEIRA MIRANDA KISTER; MATHEUS MARTINS CANESIN,C07F 15/02,B01J 20/226,B01D 53/14,C07F 15/02,B01J 20/22,B01D 53/14
25/01/2022,Patente,2664,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 20 2020 014243-2,13/07/2020,,,A61M 16/20; A62B 7/10; A61M 16/00,A61M 16/20; A62B 7/10; A61M 16/0057,AUTOMAÇÃO DE RESSUSCITADOR MANUAL COM CONTROLE DE PARÂMETROS E MONITORAMENTO DE PACIENTE,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO,MT,BR,MARCIO VENZON; RENATO TILLMANN BASSIN; EDSON GODOY; HEINSTEN FREDERICH LEAL DOS SANTOS; GUILHERME SILVA PRADO; MARCIA MOREIRA MEDEIROS; TIAGO GONÇALVES GOTO; FÁBIO BASAGLIA FONSECA; PATRICIA REGINA FERREIRA DA SILVA; RICARDO EUGENIO BAZAN; VANESSA MOTTA CHAD; ARI MADEIRA COSTA; LUCIANO SOUZA MUCHAGATA; SILMARA BISPO DOS SANTOS,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO,,,UFMT,MT,,MARCIO VENZON,RENATO TILLMANN BASSIN; EDSON GODOY; HEINSTEN FREDERICH LEAL DOS SANTOS; GUILHERME SILVA PRADO; MARCIA MOREIRA MEDEIROS; TIAGO GONÇALVES GOTO; FÁBIO BASAGLIA FONSECA; PATRICIA REGINA FERREIRA DA SILVA; RICARDO EUGENIO BAZAN; VANESSA MOTTA CHAD; ARI MADEIRA COSTA; LUCIANO SOUZA MUCHAGATA; SILMARA BISPO DOS SANTOS,A61M 16/20,A62B 7/10,A61M 16/0057,A61M 16/20,A62B 7/10,A61M 16/00
01/02/2022,Patente,2665,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 009919-4,15/05/2019,,,A61K 31/704; A61P 35/00,A61K 31/704; A61P 35/00,"BIOCONJUGADOS POLÍMERO-FÁRMACO, COMPOSIÇÕES FARMACÊUTICAS, PROCESSO DE OBTENÇÃO E USO",UNIVERSIDADE FEDERAL DE MINAS GERAIS,MG,BR,HERMAN SANDER MANSUR; ALEXANDRA ANCELMO PISCITELLI MANSUR; ZÉLIA INÊS PORTELA LOBADO; SANDHRA MARIA DE CARVALHO,UNIVERSIDADE FEDERAL DE MINAS GERAIS,,,UFMG,MG,,HERMAN SANDER MANSUR,ALEXANDRA ANCELMO PISCITELLI MANSUR; ZÉLIA INÊS PORTELA LOBADO; SANDHRA MARIA DE CARVALHO,A61K 31/704,A61P 35/00,,A61K 31/704,A61P 35/00,
01/02/2022,Patente,2665,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 011658-7,04/06/2019,,,A61K 31/7004; A61K 33/04; A61P 25/28,A61K 31/7004; A61K 33/04; A61P 25/28,COMPOSIÇÃO FARMACÊUTICA NEUROPROTETORA,UNIVERSIDADE FEDERAL DE PELOTAS,RS,BR,DIEGO DA SILVA ALVES; RODOLFO DA SILVA MAZZARINI BALDINOTTI; MARIANA GALLIO FRONZA; LUCIELLI SAVEGNAGO; DIOGO SEIBERT LÜDTKE; LUANA SILVA; FERNANDA SEVERO SABEDRA SOUSA,UNIVERSIDADE FEDERAL DE PELOTAS,,,UFPEL,RS,,DIEGO DA SILVA ALVES,RODOLFO DA SILVA MAZZARINI BALDINOTTI; MARIANA GALLIO FRONZA; LUCIELLI SAVEGNAGO; DIOGO SEIBERT LÜDTKE; LUANA SILVA; FERNANDA SEVERO SABEDRA SOUSA,A61K 31/7004,A61K 33/04,A61P 25/28,A61K 31/7004,A61K 33/04,A61P 25/28
01/02/2022,Patente,2665,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 002740-9,10/02/2020,,,C07F 15/00; A61K 31/295; A61P 35/00,C07F 15/00; A61K 31/295; A61P 35/00,COMPLEXO DE RUTÊNIO (III) COM ATIVIDADE ANTITUMORAL E BAIXA TOXICIDADE,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO; UNIVERSIDADE FEDERAL DE PERNAMBUCO,PE; PE,BR; BR,MONICA FREIRE BELIAN; WAGNER EDUARDO DA SILVA; MARIA HELENA PIRES SOUZA DE ANDRADE; TERESINHA GONCALVES DA SILVA; JACIANA DOS SANTOS AGUIAR,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,UFRPE,PE,PE,MONICA FREIRE BELIAN,WAGNER EDUARDO DA SILVA; MARIA HELENA PIRES SOUZA DE ANDRADE; TERESINHA GONCALVES DA SILVA; JACIANA DOS SANTOS AGUIAR,C07F 15/00,A61K 31/295,A61P 35/00,C07F 15/00,A61K 31/295,A61P 35/00
01/02/2022,Patente,2665,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 008254-0,24/04/2020,,,A61K 9/127; A61P 25/00; A61P 31/00; A61P 35/00,A61K 9/1274; A61P 25/00; A61P 31/00; A61P 35/00,"CUBOSSOMA, SEU PROCESSO DE OBTENÇÃO E SEUS USOS",UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,RS,BR,FERNANDA POLETTO; DENISE RAQUEL BOHN KOBELINSKI; GABRIEL WEBER ZIMMERMANN; MARCELO JUNG EBERHARDT; FABIANO BERNARDI,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,,,UFRGS,RS,,FERNANDA POLETTO,DENISE RAQUEL BOHN KOBELINSKI; GABRIEL WEBER ZIMMERMANN; MARCELO JUNG EBERHARDT; FABIANO BERNARDI,A61K 9/1274,A61P 25/00,A61P 31/00; A61P 35/00,A61K 9/127,A61P 25/00,A61P 31/00; A61P 35/00
01/02/2022,Patente,2665,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 014570-3,17/07/2020,,,B29C 33/44; G06F 3/02; B41J 5/10,B29C 33/44; G06F 3/02; B41J 5/10,MÉTODO DE CÁLCULO DE TECLADO/ESTENÓGRAFO OTIMIZADO PARA ESPECIFICAÇÕES DE ANATOMIA E LINGUAGEM,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,MG,BR,IVO FAGUNDES DAVID DE OLIVEIRA,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,,,UFVJM,MG,,IVO FAGUNDES DAVID DE OLIVEIRA,,B29C 33/44,G06F 3/02,B41J 5/10,B29C 33/44,G06F 3/02,B41J 5/10
01/02/2022,Patente,2665,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 014572-0,17/07/2020,,,A01N 25/00; A01N 57/16; A01N 47/02; A01N 41/06; A01N 63/30; A01P 7/04,A01N 25/006; A01N 57/16; A01N 47/02; A01N 41/06; A01N 63/30,ISCAS FORMICIDAS À BASE DE MICROESFERAS DE ALGINATO DE SÓDIO E ARGILAS PARA USO NO CONTROLE DE FORMIGAS CORTADEIRAS E PROCESSOS DE PRODUÇÃO,UNIVERSIDADE FEDERAL DE VIÇOSA; FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE MINAS GERAIS - FAPEMIG,MG; MG,BR; BR,JAIRO TRONTO; VALBER GEORGIO DE OLIVEIRA DUARTE; ÁDDILA GABRIELA SALGADO CORRÊA; DANÚBIA APARECIDA COSTA NOBRE; ALLAN ROBLEDO FIALHO E MORAES; FLÁVIO LEMES FERNANDES; FREDERICO GARCIA PINTO,UNIVERSIDADE FEDERAL DE VIÇOSA,FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE MINAS GERAIS - FAPEMIG,,UFV,MG,MG,JAIRO TRONTO,VALBER GEORGIO DE OLIVEIRA DUARTE; ÁDDILA GABRIELA SALGADO CORRÊA; DANÚBIA APARECIDA COSTA NOBRE; ALLAN ROBLEDO FIALHO E MORAES; FLÁVIO LEMES FERNANDES; FREDERICO GARCIA PINTO,A01N 25/006,A01N 57/16,A01N 47/02; A01N 41/06; A01N 63/30,A01N 25/00,A01N 57/16,A01N 47/02; A01N 41/06; A01N 63/30; A01P 7/04
01/02/2022,Patente,2665,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 014623-8,17/07/2020,,,C04B 14/22; C04B 18/16; B28B 1/00,C04B 14/22; C04B 18/165; B28B 1/00,PROCESSO PARA FABRICAÇÃO DE BLOCOS DE CONCRETO USANDO VIDRO TEMPERADO EM PÓ E PRODUTOS OBTIDOS,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA; BLOCOS E PAVERS - ARTEFATOS DE CIMENTO LTDA ME,PR; PR,BR; BR,MURILO PEREIRA MOISES; ALESANDRO BAIL; ALEXANDRE AMADO DE MOURA,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,BLOCOS E PAVERS - ARTEFATOS DE CIMENTO LTDA ME,,UTFPR,PR,PR,MURILO PEREIRA MOISES,ALESANDRO BAIL; ALEXANDRE AMADO DE MOURA,C04B 14/22,C04B 18/165,B28B 1/00,C04B 14/22,C04B 18/16,B28B 1/00
01/02/2022,Patente,2665,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 014629-7,17/07/2020,,,G01N 3/56,G01N 3/56,TÉCNICA DE AVALIAÇÃO DA ESTABILIDADE DO DESGASTE ABRASIVO PARA AÇOS FERRAMENTAS,UNIVERSIDADE FEDERAL DE UBERLÂNDIA; UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO - UNESP,MG; SP,BR; BR,ROSEMAR BATISTA DA SILVA; WASHINGTON MARTINS DA SILVA JUNIOR; EDUARDO CARLOS BIANCHI; SAIMON VENDRAME,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO - UNESP,,UFU,MG,SP,ROSEMAR BATISTA DA SILVA,WASHINGTON MARTINS DA SILVA JUNIOR; EDUARDO CARLOS BIANCHI; SAIMON VENDRAME,G01N 3/56,,,G01N 3/56,,
01/02/2022,Patente,2665,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 014663-7,17/07/2020,,,C07D 211/70; A61K 31/30,C07D 211/70; A61K 31/30,"COMPLEXO CÚPRICO, COMPOSIÇÃO FARMACÊUTICA E USO DO COMPLEXO CÚPRICO",FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC - UFABC,SP,BR,GISELLE CERCHIARO; FERNANDA RODRIGUES BERTUCHI; CAMILA MARIA LONGO MACHADO,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC - UFABC,,,UFABC,SP,,GISELLE CERCHIARO,FERNANDA RODRIGUES BERTUCHI; CAMILA MARIA LONGO MACHADO,C07D 211/70,A61K 31/30,,C07D 211/70,A61K 31/30,
01/02/2022,Patente,2665,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2020 014664-5,17/07/2020,,,A61J 3/00; A61K 31/352; A61P 29/00,,FECHO MEDICAMENTOSO PARA BRINCOS OU PIERCINGS OBTIDO POR IMPRESSÃO 3D E SEU USO PARA TRATAMENTO DE AFECÇÕES CUTÂNEAS OCASIONADAS POR PERFURAÇÕES ESTÉTICAS,FUNDAÇÃO UNIVERSIDADE DE BRASILIA; UNIVERSIDADE FEDERAL DE GOIÁS,DF; GO,BR; BR,MARCÍLIO SERGIO SOARES DA CUNHA FILHO; GUILHERME MARTINS GELFUSO; TAÍS GRATIERI; LIVIA CRISTINA LIRA DE SÁ BARRETO; LUDMILA ALVIM GOMES PINHO GIACONE; ANA LUIZA LIMA DO NASCIMENTO; RICARDO NEVES MARRETO,FUNDAÇÃO UNIVERSIDADE DE BRASILIA,UNIVERSIDADE FEDERAL DE GOIÁS,,UNB,DF,GO,MARCÍLIO SERGIO SOARES DA CUNHA FILHO,GUILHERME MARTINS GELFUSO; TAÍS GRATIERI; LIVIA CRISTINA LIRA DE SÁ BARRETO; LUDMILA ALVIM GOMES PINHO GIACONE; ANA LUIZA LIMA DO NASCIMENTO; RICARDO NEVES MARRETO,,,,A61J 3/00,A61K 31/352,A61P 29/00
